Name,Gender,score,comments
Philip Bohlman,male,1,"[""phil's a fantastic prof."", ""he's great."", ""Very nice guy, very helpful, enthusiastic and knowledgeable. Class is a little tedious, especially if you're just taking it to fulfill a requirement. Not as easy as I'd like for a core class. Write like he does in his chapters in the book and he'll love your papers."", ""Nice guy. Somewhat tedious and time-consuming, especially the final paper. Doesnt understand we're not music concentrators, and this is just meant to meet core requirements. Otherwise, it's ok. Boring. Weird grading too."", 'Nice guy, moderate workload. Very enthusiatic, but lectures the entire time, and little discussion, but cool guy. Learn a lot of interesting stuff. Moderate workload.']"
Stephan Palmie,female,1,"[""He's one of the smartest professors you'll have, and the least pretentious. I had no interest in this class when I started - but now I think it was my favorite part of the core. He's incredible. Go to every class because you'll learn A LOT."", 'professor palmie is a wonderful professor and truly cares about his students.', 'Palmie was Quite Good', 'Funny, clear, knowledgeable', 'He is fabulous', 'awesome.', ""He was the best profesor I've met."", 'Stephan is my hero!', 'He is one of the greatest professors I have ever had. Period. End of story.', 'amazing professor. Probably the best professor I have ever had.', 'Fun to listen to him!', 'Great! Good stories too!']"
John Boyer,male,1,"[""Talks a lot, but it's entertaining and funny. Never fell asleep in the 8:00am class."", 'this is the most boring man ever born. sorry. i\'m sure he\'s very smart. but he\'s got the enthusiasm of the teacher on the ""Peanuts"" cartoons. Blah whah, blah whah... when can we get out of here?', 'Made a potentially dull class very interesting and a lot of fun--would definitely recommend him to others.', 'Awesome! Just a great person, and great prof!']"
Fang-Pei Cai,female,1,"['A kind man and a skilled lecturer', 'I love this guy', 'Cai 爸爸 is a wealth of knowledge!', 'Another top rating for Cai. Notice a trend?', 'I used to think the Chinese language was weird but now I love it!', ""he's the best teacher in the world. im in awe of him."", 'I think he is fantastic - he has been teaching this class for years. He knows exactly what confuses students and how to make the class interesting. Best of all he is funny and wears the same jacket to class everyday.', 'No Comments', ""He's not a great teacher, but he's got a good personality that makes up for it.""]"
Susan Goldin-Meadow,male,0,"['Really unhelpful and makes everything needlessly difficult for a student to do well in her class. Get ready to feel talked down to if you take a class with her', ""Seems to have highly selective attention. Only listens to some students while ignoring others, so don't bother if you're not among her CLEAR favorites. Kind of unapproachable and can be rude to students depending on her mood. Also makes you buy her textbook which is over $100. Seriously."", ""very fake and egotistical. Don't expect much help from her or her TAs"", 'Cynical and jaded professor--clearly time for her to retire. Condescending and demeaning to students at times, made an otherwise interesting course miserable because of her attitude towards instruction and discussion.', ""Language Acquisition was the single best class I had in my graduate career, and I wasn't even in Psych. Smart, unassuming, encouraging, and devoted."", 'Susan is a fabulous professor and is clearly passionate about her field of expertise. She has a dynamic lecturing style and responds extremely well to comments and questions from both graduate and undergraduate students. She is best described as fascinating, nurturing, and brilliant.', 'Knows her sh*t.']"
Sanjeevi Krishnan,male,1,"['Confusing sometimes, loves his subject (which is endearing), very kind.', 'No Comments', 'SEXY BUT TAKEN', 'Laid back and pretty easy']"
Laurie Butler,male,0,"[""Prof. Butler is extremely knowledgeable about the course material. She is very tough, but it becomes apparent that it is only because she cares. She is kind and a great lecturer, so DO NOT SKIP CLASS. Warning though, psets are tough and tests tougher. But work hard and you'll be fine. (Made a solid 15 on a midterm, avg was 30, still pulled an A-)"", ""Her assignments were long, and her exams tough, but that's because she expects a lot from her students. At first, she may appear unfriendly, but as soon as she sees that you're putting in the effort, she will go all out and guide you through the concepts in a way a textbook can not. Overall, and outstanding professor."", 'Clear lectures; friendly (though tough); knows the material like the back of her hand.', 'very thorough & tough. homework takes forever & tests are difficult, but students learn a lot', 'Not clear with math in physical chemistry, nor the practicality of quantum mechanics in the ""big picture"" of chemistry. VERY wordy and did not explain concepts well. Also a harsh grader. Upper Division had a mean of about a C+ (you had to be above the mean to get a B)', 'She knows a great deal of physical chemistry theory, but is not clear in teaching and writes in a verbose manner. This makes her courses especially difficult for anyone with problems in understaning it. She also grades upper division classes with a mean of a C+/B- (you have to be in the 51st percentile or higher to even hope for a B).', 'She has huge expectations on what first year chemistry students can accomplish. Her type of teaching method is one reason those who have never taken chemistry before drop out quickly or fail.', ""She was harsh to the TA's, makes students feel insuperior, and she's a rough grader."", ""U of C Theoretical Professors should know math. She doesn't know math. She also eats her hair when she is thinking, and most find that a gross turnoff."", 'horrible teacher, takes a bias towards the chem majors that know most of the info already, difficult problem sets that are ridiculous for a gen chem class (more appropriate for an Honors class), unreasonable with testing, grading, and communication is a problem.', 'Very disorganized, unclear, extremely difficult problems, quite unfair, biased towards the chem majors.... on the upside, she is a nice person outside the classroom.', 'No Comments', 'Totally sweet. By the end of every class her ass was snow white from the chalk dust.', ""What an awesome professor, very down to earth and encourages her students to contact her and not her TA's with questions. Her lectures were clear, interesting and she actually made an effort to know all of her students by name. I took her class in 1999 and I still remember quantum mechanics.""]"
Allen Sanderson,male,1,"['Sanderson is absolutely hilarious and really interesting.', 'Amazing caring professor', 'One of the best Econ instructor I have met so far', ""Basically you'll do well in the class only if you spit his opinion of things back to him."", 'I took the summer session micro and macro course which was condensed into 5 weeks. Was super tough but hard work paid off.', 'Greatest guy ever, he has the heart of gold.', 'Just do all the readings and pay attention to his lectures. The book will give you an understanding of the concepts and the lessons will consist of a brief, superficial overview of the concepts. 80% of his class is basically applying what you read to a real-life situation.', ""I took his summer Macro class a high school student and it was the best best class I have taken. He was the only reason I applied to UChicago so I could take his class again. I would have change my intended major from ChemE, which UChicago doesn't have, to Econ just because of how great he is. Anyone who said anything bad about him is too liberal."", 'One of the best professors in the school. Hilarious, engaging, commands the room. Exactly what a good professor should be.', 'Took for both macro and micro. One of the best ever. Always highly accessible outside of class for extra help and academic curiosity. Won the Quantrell Award as best undergrad prof. and deserved it.', 'A good prof, very helpful in his hours', 'Sanderson is an amazing teacher who really knows his stuff! The only thing one needs to do in order to be successful in this class is show up in class, read the book and listen to the lectures.', 'A hilarious man who is sometimes misunderstood. The bottom line is that he knows his Economics, is extremely helpful outside of class, and just might be the biggest troll East of the Mississippi.', 'Professor Sanderson seems to be a pretty polarizing guy, but I appreciated his snarkiness in lectures.', ""Very good professor who teaches students how to think as an economist would. Clearly it is an intro class and so can't expect much depth in the subject."", 'Sanderson is dry, but some of the topics he covers are interesting- will ""tell it how it is""...show up for class (ask the people who got 10 out of 42 on the first exam if they should\'ve went). You can get a B+ in this class fairly easily just read, go to class, and take notes. NOTE: Do not take at 9 AM M/W, you will fall asleep', 'Knows his stuff. Not for everybody. A lot of students go in expecting a sympathetic liberal view of the world. Newsflash: It\'s an econ course. He teaches theory and application, not value judgments. If you\'re not comfortable with somebody not qualifying things with ""this may sound horrible, BUT"" then look elsewhere.', 'Snarky and pretty smart. Occasionally went off on odd tangents, but not too bad.', 'Tests are about 30% subjective and he is indoctrinating and presumptuous. The material was the only thing that made the class bearable.', 'He is truly engaging. He makes it all interesting. You must take his class if you want to know the essence of Chicago Economics.']"
Jonathan Hall,male,1,"['Most brilliant professor Ive ever had! Must take a class with him', 'I am usually put off by professors who assign their own books, but in this case the book is extremely well-written and engaging. This class was excellent for putting in perspective the difficulties of reconstructing the history of a period that has left little in the way of sources, whether literary or archaeological. Knowlegable, funny, engaging.', 'We had to read his book for class. It was painful.', 'Very cocky; makes lame jokes/gets off topic during lecture; too strict-- I showed up 7 minutes late to the midterm and missed the ""put cities on map"" portion, and was not allowed to go back and do it, it was worth 25% of the exam! As if class were on time mgmt, not history!', 'No Comments', 'great very intelligent knowledgeable guy, hot too', 'J-Hall is not a particularly good teacher, primarily because the grading is arbitrary and no comments whatsoever are given on assignments.']"
Scott Allard,male,0,"[""I am accustomed to profs who do not understand how important it is for students to learn how to think about social issues, rather than regurgitating a prof's personal opinions to advance their own research.Its time for profs to look beyond themselves and consider that maybe their research is not more important than their responsibility to students."", ""These comments are way too hard on Scott Allard. Scott is really knowledgeable and friendly, and does not seem close minded. He is a very hard grader, but he also takes a lot of time to meet with students outside of class. He isn't a social worker, but about a third of SSA faculty aren't either."", ""Dr. Allard is extremely knowledgeable, easy to communicate with, and open to further assistance outside of class. He is a tough grader but if you work hard you will do well. I would definitely take a class with him again. Don't miss him, one of the best professors at SSA."", 'Professor Allard is uncomfortable with concepts outside his own experience and research, and therefore intolerant and disinterested in new or challenging approaches to social policy. Researchers who often also teach, must resist the urge to indoctrinate students or at least be more tolerant, even though it may be contrary to their own work.', 'He was way picky on the paper - silly reasons why he would give students not so great grades - and I got one of the better grades! I never really understood why he is teaching here - he has a PhD in political science - clearly nothing related to social service/social work. On the positive side - I did learn something - the book Street Burecrat']"
Phillip Braun,male,1,"['Great profesor, the best at Chicago.', ',,,,,,,,,,,,,,,,,,,', 'Great Prof.', '', 'One of the best Profs i have had at the UofC', 'No Comments']"
William Mazzarella,female,1,"['Really cute prof', ""I had William as a TA in Berkeley back in 1994-1995. His lectures were a sincere form of performance art- it wasn't just what he said, but how he said it, that conveyed proper respect for a contentious discipline. He was the professor I wanted to most emulate- truly inspiring."", 'Prof. Mazzarella is truly one of the up and coming anthropologists in the world. I took two courses with him at U Chicago and only wish I could have taken more. His first book, ""Shoveling Smoke"" is a must read for anyone interested in media anthropology.', 'No Comments', 'Great class on the philosophical foundations of the Frankfurt School with some amazing lectures, especially on Hegel.']"
Ted Cohen,male,1,"['Professor Cohen uses anecdotes to elucidate the concepts that are hiding in different texts. This is particularly helpful when dealing with authors with more, shall I say, obscure styles (*cough* Kant). And, by way of these practical examples, the material stays with you if you put forth the effort to listen well - just an excellent professor.', ""My only regret is I didn't take a course from him until my senior year."", 'good', ""Some may think he gets sidetracked, but when you look back on the class, one realizes that everything he says is totally applicable to one's education in the broadest sense. Take classes with this man."", 'Very stylistic lectures, amazing and insightful with bone-dry wit. Just a brilliant, brilliant man.', 'amazing!', ""Genius. Funny. Caustic. Goes off topic but it's almost worth 40,000$ a yr. to hear him speak. One of the smartest people most of us will ever have a chance to listen to, so hang om every word!"", ""outstanding, if you're smart enough to follow him"", 'chain-smoking, joke repeating, but awesome.', ""Very helpful. Listens and encourages participation of undergrads unlike other snob/bore prof's who dislike teaching undergrad courses. GRAD STUDENTS MAY HOLD THAT AGAINST HIM, THOUGH."", 'Very difficult. Clearly knows his stuff, but does not stay on topic.', 'very good on austin.', 'No Comments', 'incapable of staying on topic. Foul-mouthed. Self-impressed.', 'call him Mr. Tangent.', 'No Comments', 'No Comments']"
Lidwina Van Den Hout,male,1,"[""LIdwina is honestly one of the best professors I've had at this University. The readings that she assigned were really thoughtfully chosen and challenging, but not overwhelming. She is the kindest, most patient, most helpful human being, and I feel like I learned so much from her class. She's incredible and I couldn't recommend her enough."", 'Lidwina was engaging, interesting, kind, and extremely helpful! She is also open to new opinions and helps engage the class in discussion.', ""Great teacher- probably the best professor I've had thus far"", 'She is amazing. She gets to the material well, but is still interesting and engaging.', 'Lidwina is fantastic. One of my favorites since second year.', 'Great teacher.', ""She rocks so hard it's not even funny."", ""Very nice, open to ideas, and generally helpful. I don't know why anyone would say she's mean."", 'This professor is rude to the students, she is not very socially gifted', 'very good teacher and very interesting and knowledgeable', 'She wanted me to write a two-page essay on why I wanted to take the damn class. Yes, because I have time to think about YOU for more than 2.5 seconds!!', ""Shows strange movies and the final exam was annoying and had some unexpected material, but class was decent and homework wasn't too bad at all."", 'Sometimes verbally attacks students. Her pushy clasroom style really ennervated everyone.']"
Ralph Austen,male,0,"['I had the pleasure of meeting Professor Austen at an introductory mixer before beginning at UChicago. He has high standards and little time for congratulatory nonsense. His grading is indicative of these values. He is intelligent and has a dry wit. Be prepared to act like an adult, and have your assertions challenged. Always do the reading.', 'Worst professor I have ever had.', ""Literally the worst teacher ever. Good job converting someone who used to love religious study to someone who will avoid it in the future. I'm done with this I'm going to go be a physics major"", ""Smart, but pretty terrible at teaching. Worst prompts I've ever seen, and I've seen a lot of terrible prompts."", 'He should value students as student standard not professor standard', ""Awful professor, he only assigned one paper topic and left most students confused about what he wanted. He refused to answer most questions asked after paper was assigned. To put it simply, he's an old hack and you should switch to a different section at all costs."", 'Odd fellow. Specializes in Africa, but seems to hate Africa. I respect his opposition to anti-semites; he managed to work that into every lecture.', ""Don't take his class in the morning. You will fall asleep for sure. even with five espresso shots."", ""Never waste your time on this professor's class."", 'An exceptionally horrible Professor. He offers very little feeback and is very, very disorganized when assigning material. Not only would I not recommend his course, I would strongly recommend his resignation from the History Department.', ""I'm amazed at the consistency of perceptions. He's the worst. I re-took the same class with a different professor. I enjoyed it and got an A."", ""I took 7 classes with this man some years ago. He's easy to hate, but you can actually learn quite a bit from him if you can handle the criticism he drops. Like the Knicks defense of the mid-1990s, he doesn't hold back. Actually writes good rec letters if you do your work well. I can see why so many despise him, but his persona has a warm side."", 'Very little feedback, uninterested in meeting with students. Try not to take a class with him.', ""He's a pretty harsh grader, but I thought it was pretty easy to get a good grade from him b/c all he expected on the paper was a regurgitation of the material covered in class. He was arrogant, but not more than any other professor here. Knew his stuff."", ""Wow- this dude is so bad. definitely don't take his class. You'll hate yourself for it. he grades very harshly and offers minimal comments."", ""Yes, he's a crotchety old man, but he really knows his stuff, and if he knows you really want to learn, he'll always go the extra mile for you. I had a great experience in his class."", 'These comments are completely unfair. Ralph Austen is a great professor, extremely helpful.', 'Worst professor I ever had at the U of C. He was just unbelievably pompous, incompetent, uneffective, cold, annoying!!!!', 'Terrible. I want my money back.', 'Horrible']"
James Conant,male,0,"['Clear and thought-provoking, James Conant is an excellent professor.', 'good professor, truly animated and very talented. brilliant rhetoric at points, inspires enthusiasm and certainly one of a kind.', 'Very varied and engaging speaker. Sometimes gets excited and reminds me of a dog chewing on bacon and bits. Charismatic, charming, beyond a doubt, you will not fall asleep.', 'No Comments', 'A true genius. Challenging and rigorous, not for the faint of heart.', ""worst class I've ever had.... and on a topic I love... this guy is a total ass!"", 'Condescending, boring.', 'He seems to be more interested in enlisting potential disciples than in teaching. Students were sucking butt, & Conant was soaking it all up. Quite a poor learning experience. Conant is a third rate as a Univ Chicago philosophy prof. Why did they hire this guy? Definitely not ""hot.""', ""very good. and very, very nice person. didn't like the quasi-socratic style of the lectures that much, but that's my own deal.""]"
William Novak,male,1,"['His lectures are actually engaging, unlike most professors.', 'Great professor! Knows his stuff, and loves what he does, which makes it a much better experience for us. His class was definitely worthwhile, and beneficial.', ""He's a really great professor. He's smart, a nice guy, doesn't assign a ton of expensive books, encourages class discussion, doesn't seem to have a political agenda, etc. He seems really enthusiastic about the subject and really eager to help students learn. I would definitely recommend him without hesitation."", 'I was surprised to see this professors ratings. He was an excellent professor when I was an undergraduate in the late 1990s. I thought he was smart, engaging, unpretentious,and willing to entertain outside opinions. All in all, one of the better professors at Chicago.', 'His lectures can be rather boring but he is available for help outside of class']"
John Mearsheimer,male,0,"[""I really enjoyed Mearsheimer's War and the Nation State course. Possibly one of the best I have taken in the Political Science department at the University of Chicago. I highly recommend it if you are interested in studying International Relations. Be prepared to do a lot of reading though."", ""His idea is inspiring, you can learn a lot. Huge amount of readings, need a bookshelf if you can't find E-copies. Tough grader. Treat his students good, still with some arrogance. Recommanded only for students who like challenges, willing to sacrifice GPA, and not target at Ph.D degree."", 'Lectures were rambling and a bit boring. In his graduate discussion section, he made an antisemitic comment.', ""Mearsheimer is egotistical and hates to be challenged. I took his course on Nationalism and Globalization, and it quickly became apparent that he hadn't read any recent work on nationalism and globalization (recent being w/n the last decade). He was not an effective teacher or lecturer either."", 'Very interesting and knowledgeable lecturer. Unafraid to offend people and state his opinion.', 'He has his opinions pretty well set. I suggest incorporating his opinions into your final paper if you want any chance at a good grade.', 'Brilliant. Charismatic. Terrifying.', 'His ego is bigger than anything else and he prides himself on being a real jerk. Plus he is a misogynist and has very offensive views on the subject.', 'No Comments', 'Sometimes confuses teaching and debate with an opportunity to criticize people and talk about how wonderful he is. At other times, his classes can be engaging.', 'runs the class like a tyrannt', ""While I did well in his class, I wouldn't recommend it for the light-hearted. He seems to take genuine pleasure in tearing down other people's ideas."", 'when i took his class the cold war had just ended and i found all of his views on the end of the cold war as extremely offensive. his attitudes towards women that may have noted were dead on', 'fine prof. Has a strong viewpoint but open to serious debate. Fair.', ""a lot of reading, like his class is the only one we're taking"", ""Great class, great prof. But he's a jerk. Yes, he is condescending to women, but I did well in his class. I took his class 10 years ago - I'm still inspired by his lecture, still bitter about his attitude towards me and the women in the class. However, I highly recommend his courses."", 'lots of reading, but you learn a lot!', ""Mearsheimer is a rather well-known offensive realist who you ought to take at least one class from during your time at Chicago. He's a pretty interesting lecturer, but there is always a lot of reading + a tough exam. Take everything with a grain of salt."", 'I disagreed with him alot, but respect him. Very intelligent and a genuine nice guy.', ""Clever professor, excellent lecturer. Don't miss his class""]"
Thomas Christianson,male,1,"['He was so good in core bio that I took a genetics course just because he was teaching it.', ""Very, very helpful. Great for discussions during and outside of class. He's also really good at making difficult concepts clear."", ""he's a bio pirate. seriously, check out the earring. overall good guy, tries hard to keep class interesting."", ""Pretty good, sometimes doesn't know the answers to pressing questions, but he will find them for you if he doesn't know."", 'Hilarious....says the funniest stuff ever.', 'No Comments', 'Crrrrraaaazy.']"
Joel Snyder,male,1,"['I love Snyder. One of the best professors Ive ever had. His experience shines through in his lectures and his personality shines through in his humor.', 'Reasonably nice guy, but I have no idea why he teaches with Conant. Conant makes him sound slow and boring. Not a bad professor but goes about the material without tremendous insight.', 'Snyder is a bad communicator. Gives rambling lectures and is very rude and aloof. Oozes arrogance which is unwarranted. Really knows how to take the life out of interesting material. Avoid him at all costs.', 'Gave me a low grade, was not helpful in office hours', ""The man is a genius! He know EVRYTHING! And even if he doesn't go into details you can tell he's quite an expert in many different areas. His lectures are thrilling, reading list is good also. Hist of Photo was very relaxing yet very very helpful and informative"", 'while this class was interesting and very insightful, snyder has no room for dissent. he also tends to be redundant. he comes across in class as very arrogant.', 'Snyder was not helpful in the least. He is arrogant and aloof.', ""Snyder knows his stuff, and you will be able to tell. Conant did talk a lot when they had a class together, but they shaped the discussion togehter. Snyder had better things to say more often, so don't give him a hard time, you freaks. All would do well by taking a class with him."", 'Amazing man & prof', 'No Comments', 'co-taught w/ conant. imo, conant often dominated, and snyder was much less clear in comparison. but sometimes he was a good foil (no offense).']"
Bernard Silberman,male,1,"['Took a class by him every year!', 'Very knowledgable.', ""1) Best course titles in the university 2) Worst ties in the university A hilarious, wonderful, professor. I took every class he offered, even when I had no other interest in the subject matter. He requires weekly short papers, basically to prove that you've done the reading."", ""bernie is nice enough, he has a tendency of spitting when he talks, and gets defensive if you challenge his views. he always has a point he tries to lead discussion to- he tries to make it seem spontaneous, but it's not."", 'No Comments', 'Great professor and very down to earth. Discussions can sometimes be boring but Bernie is quite a character so attend class, it helps your grade. Pretty tough grader with papers but does offer helpful critiques and has a habit of randomly calling on people in small discussions, so be prepared!', 'Great Prof, very down to earth. (not an easy ""A"" like previous poster suggested)', 'he re-teaches the sosc sequence every quarter with different books. He\'s known as ""Easy A Silberman"" for a reason, but still fun and awesome.']"
Steven Sibener,male,0,"[""Honors Gen Chem is supposed to be accelerated, but the pace that Sibener moved thru the material, coupled with his impossible to read handwriting, made it a huge challenge to follow his lectures -they were virtually useless. Midterm exam was not on expected material; even the TA was confused. Tough class made tougher by prof's poor teaching skill"", ""Be prepared to be expected to know some electricity and magnetism equations. Buy the textbook because it's essentially the only way to understand the material well; his handwriting is indecipherable and he tends to speed through material."", 'did not attend lectures. could not attend. i died a little inside each time', 'No Comments', 'Sibener is the bomb!!!!!', 'Sibener sux.', ""i fell asleep in class a lot so he's not very interesting, but who could make gen chem awe-inspiring anyways?""]"
Jason Bridges,male,1,"[""You can't find a better HUMA teacher or Philosophy teacher elsewhere."", ""he seems at first as though he's going to be amusing, and the bob dylan references are cool, but afterwards you just get bored. that same dull voice, over and over again. that same male pattern baldness, gleaming at you from the corner of his skull. (w"", ""he IS very good w/ good lecture material. the 201 class just sucks in general that's all. can't wait for phil of action."", ""Brilliant guy, boring class. Still, I'm sure he's phenomenal with more interesting lecture material."", 'One of the best logic professors I have had.', 'Excellent instructor, and just TOO cute!']"
Constantin Fasolt,male,1,"[""Let me be clear: Professor Fasolt was the best professor I had at Chicago. I had him for European Civ and The Reformation in Germany. He can elucidate extremely complex topics with a single, illuminating anecdote. He does not accept slacking (in a loving, German way) but he helped me a lot on my thesis although I wasn't even in his department."", ""Excellent. The best professor I've had yet. He's great at leading discussion and has an incredible understanding of history. He's really made me want to be a historian."", ""I am a mathematics major but I love history. His European Civilization class lived up to my expectations and I was really bummed out when I learned he wouldn't be teaching a second quarter. He is by far the best teacher I've had outside my concentration, and would highly recommend him to anyone else."", 'Interesting texts, but discussions are often lacking because he seems not to want to inject anything into it.', 'Very knowledgeable', ""Fasolt is infurating. His idea of leading a discussion is talking back and forth with one or two kids. His idea of clarity is assigning a paper of 4 to 15 pages, and giving no direction whatsoever. In class and out you'll regret this one all term."", 'Interesting guy, knows a lot about Europe.']"
Dennis Hutchinson,male,1,"['Always interesting and informative. Engaging and lively instructor', ""Hutch is a cult figure among his undergraduate devotees. Why, you ask? General misanthropy, I suppose, gross favoritism, perhaps, or the uncanny ability to discourse richly with a mirror, I wonder? Don't waste your time. This guy's been phoning it in since Justice White left the Court."", 'Taught an interesting course on Race and the Law. Kept it lively and informative. Presented a strong thesis. Very well done.', 'i had him in 1996 and he was hard, its nice to see that hutch has not lost his touch', ""one of the best at chicago. knows how to 'work' a room to bring a class to the point of understanding. the only person i've ever seen run a truly effective and interactive SEMINAR with 54 registered students, all in attendance. always knows your name."", ""Took all courses he teaches. Great man, invaluable teacher; a true authority in his field. The breadth of his knowledge is astonishing, his intellect towering. Don't miss an opportunity to learn from him. Plus, he can hook you up with a judicial clerkship"", 'Introductory class. Excellent teacher. Very clear IN class - not so clear with what he wants from his students outside of class.. likewise with his helpfulness.', ""The Hutchinator is awesome. Don't miss out.""]"
Richard Rosengarten,male,0,"['Growing up in Central Indiana, he was my best friend.', ""He's a great teacher, although demanding. He certainly works as hard as he expects students to do. He attends carefully to teaching method - and, yes, he uses incredibly obtuse language. Get over it."", ""He can be witty and fun at times. But sometimes he can be a bit cocky. However, the guy has some interesting ideas to share. Just pay attention, and you will probably learn something. He teaches difficult material, and that's not easy."", 'I disagree categorically with the criticism posted here. I have found Rosengarten to be a marvelous teacher, one attuned to pedagogy (something rare at the UofC) who insists upon preparation, articulation, and erudition from his students. He cultivates an ""old-school"" persona, which must be what some find ""arrogant,"" but he is a prince of a guy.', 'Arrogant... without the scholarly cred to back it up. (Look at his CV.) Therefore, he will take his ignorance out on you. He uses big words incorrectly. He plays favorites. All pain, no gain.', 'He can be (intentionally?) intimidating, but is very clear in his teaching and communication. In person much more approachable.', 'Condescending and arrogant style. Belittles students. Not conducive to learning!']"
Kenneth Warren,male,0,"[""Professor Warren is really funny and our discussions are always interesting. Great class! He's the man."", 'not really impressed...but perhaps if i took a class that was his thang (harlem ren.) he might have been better. He was just kinda disinterested in us all. But we were first year...i would be too.', ""Would be ok if lectures weren't so boring"", 'Simply uninteresting!', 'The class was very well-organized, and the work-load was doable. I really enjoyed his class.', ""Too philosophical/theoretical. Needs to incorporate more history and sociology into literature discussions. Enough with the 1960's psychobabble."", 'Terrible organization! Conversations in that class made me which I were deaf.', 'Clear and very smart. Very likable.', 'Acutely knowledgeable about AFAM studies, lectures leave me wanting a little..']"
Jennifer Cole,female,1,"[""Jennifer Cole is a great professor. I took Culture, Power, Subjectivity with her and the class/readings were really interesting. She's a really nice professor in class and listens to what everyone has to say and encourages everyone's contribution. She marks assignments quite harshly but gives good feedback & overall grades."", 'Jennifer Cole is a great teacher and thinker, however intimidating. I suggest not showing up to class with your own pretensions, putting in all of the necessary work and actually being intelligent to get her to like you...', ""prof doesn't lecture. just lets students present and discuss. as a result, discussions are not very good. class was often difficult because the texts were dense. i wish she did more work to break down the arguements about subjectivity."", ""you people are crazy. if you didn't like her class it was because you were too dumb to figure out what she was saying. she's one of the best theorist at the UofC. get a life. p.s. she is very helpful to her advisees. you just have to know what you're talking about."", 'She kept discussion moving and was very helpful in office hours.', ""Has very strong ideas about what she wants from students (in class, on papers, etc.) Divergences are not encouraged. Classes are useful if you don't understand the material but unenlightening otherwise."", ""I wrote VERY sarcastically in my weekly papers, and thusly received a terrible grade in the class, which looks odd compared to my A's in 121 and 123. Oh well, she was hot and openly talked about sex... in reference to the readings, of course."", 'Avoid: not very friendly and overly pretentious', 'dude she is so hot.', 'No Comments']"
Jean-Luc Marion,male,0,"[""Proofs for the existence of God. Brilliant lecturer and analyst of Descartes. Admits when his views are idiosyncratic and then works very hard to justify them. Course was entirely textually based - one can't accuse him of interpreting Kant, Leibniz, Descartes, etc. without having done extensive textual and historical research. Great class."", 'He says that in France the more incomprehensible one is... the more brilliant one is perceived to be. If smoke and mirrors are your game, play on.', 'Clearly brilliant, very french, very good commentary on sports, and everybody loves raymond. a true cultural commentator, once in a lifetime. A true catholic. Be prepared to be seduced...', ""High expectations shattered. The good news is you'll get a decent grade on a paper even if it is complete nonsense, since he, too, is BS-ing his way through this stuff."", 'great professor to take for Heidegger. Completely brilliant, hilarious and engaging. He practically begs students to go to his office hours. A little difficult on grading, but not unreasonably so.', ""I took Saturated Phenomenon. It was a good class, you really do need prior knowledge of Philosophy. Note..Visiting prof=can't be that hard."", '""saturated phenomenon"". obviously brilliant at what he does. but i personally didn\'t see clear arguments (i.e. when he discussed davidson or austin! what?!). since i glimpse arguments in all my other phil classes, it\'s either extremely hard']"
Caroline Klivans,male,0,"[""The professor isn't accessible. She sets 5-6 questions in an exam and its either you know or you dont, so its easy to not do well. Material is also very difficult."", 'Terrible. Just terrible.', 'She was teaching Mathematics in very inspirational way, with clear explanation and examples.', 'Terrible.', 'No Comments', 'Very sharp']"
Bennett Bertenthal,male,0,"[""He forces you to talk for participation and then belittles you when you try. He is the rudest professor I've ever had and doesn't care about the general well-being of his students. There was so much writing, and he didn't clarify things when anyone asked. Everyone dreaded going to class because of the way he treated us."", 'responsive to questions outside of class.', ""maybe a bit of a tough grader, but all in all, I think he's pretty fair. though, I sort of think he might be a robot."", ""My first paper from him got a C-, but I didn't understand why. After going to his office hours for clarification, and doing exactly what he suggested, I got a C on the second paper. Went to his office again, he gave no explanation, and I got a C on the third paper, for no reason I could understand."", 'Okay he is not that bad seriously. Despite some of his flaws (older man and a little old school) he is not that bad.', 'If you displease him with one piece of work (even a weekly discussion question), he will take it upon himself to end your success in his class. After taking his class, you will want to make sure nobody else like you takes his class. He will scar you.']"
Jose Quintans,male,0,"[""Aside from colorful clothing and being a good lecturer, Jose's classes are very disorganized. He adds random stuff to the syllabus during office hours. He's very funny but very strict as well. He can't make up his mind on what the requirements of the class are, which is very annoying. Not a fan of his teaching style, but a fan of his clothing."", 'Colorful lecturer hyperinvolved in getting students to care about material, but too excited in the process to clearly delineate his ideas.', 'The guy epitomizes the UofC ****, but you still love him anyway.', 'No Comments', 'The man. Funny, exotic, and insane. Quote ""Its like a bunch of daisies, but I like the hydra better because its more agressive""']"
