Name,Gender,score,comments
Vincent Guilamo-Ramos,male,1,"['Prolific scholar, engaging teacher, and thoughtful mentor. A leader in our profession, Dr. Ramos was the Director of the PhD Program at NYU. He enacted many positive changes in the program and was consistently supportive of students. He ""tells it like it is,"" which can sometimes be challenging-- and is also much appreciated! He\'s an inspiration.', 'I really like the way the professor gives a lecture. He shares his knowledge and is very interesting, never boring. Great assignments.', 'Very interesting content but he is too self-involved - had me witing 45 monutes for a scheduled meetin and then rushed me out of his office. I had a medical emergency that caused me to hand a project in later, which I informed him of, he then told me I should have lanned for it being that I knew I was sick!', 'Good teacher, interesting course.', 'He is the best professor in school. If you want to go clinical route take this class.', ""If you are interested in going into the clinical field, you MUST take his course! Covers DSM; clinical assesment; CBT; anxiety; disorders; pharmecutical treatment... He is the ONLY professor who truly prepares students to flourish in 2nd yr. clinical setting. If you want to work hard and come out a clinical rock star, take the man's class.""]"
Colin Mullins,male,1,"['The contents he taught us in class were well balanced in both academic and daily English.', 'Colin is a teacher who explains things well and gives really helpful feedbacks. As a foreign student, I know nothing about the occupy Wall Street movement, but his clarification was so clear that everyone could understand. In addition, he gives very concrete feedbacks to our essays,and he replys email quickly if we have any questions.', 'Colin is a perfect teacher. He is funny and smart in a way that make you wait for his class all day. His explanations are always clear, and he can always explain a hard subject in a simple way so everyone understand. Not only that his way of teaching is amazing, but also the subjects he teachs are interesting. He is just amazing and inspiring!!!!', 'Colin is the best teacher I have ever met so far. Both what he teaches and how he teaches are excellent. He teaches not only the English language, but also the American culture. His classes are very interesting, very funny and full of interaction. Also, he is always there for you. I would definitely take his class again. Colin ROCKS!!!', 'helpful in improving writing skills', 'He is very hilarious as well as knowledgeable. Whatever your question is, he will answer patiently. Also, he is willing to teach more beyond the textbooks. In short, his class is informative and inspiring!', 'Colin is very patient and helpful. He explains the questions clearly and provides further information relates to them. He is also very nice and students love his personality.', 'Colin is a great teacher! Whenever I asked questions, he gave very clear explanations of them. Not only he taught English, but he also encouraged me to know American culture that was the fastest way to master English. Thank you Colin!', 'Colin is one of the greatest teachers. Having been a teacher in the most respected places like in Ivy League schools such as Harvard University and Columbia University, he has gain all the best from those schools which makes him very professional,engaging, creative, knowledgeable, and bright specialist of his field.', 'He is really a good teacher to give students useful and helpful advices.', 'I like in-class chat very much, in which i can learn a lot about American culture and different way of thinking. He is funny and teaches something about daily English and even the origins of those. That is very useful.', 'Very dedicated and fun!', ""Luckily, Colin taught me for a 14-week semester. It is easy to notice that he is well-read,knowledgeable, and excellent educator. Since he lived in several countries, he is able to deliver his point to international students easily. He has a professor's knowledge with an easygoing personality, and he is always available to answer your inquires."", 'Colin is very responsible and excellent. He taught us a lot of knowledge. We love him soooooo much!', 'Colin is a super good teacher!!!', 'a very good teacher, his class was always very interesting.', 'Colin is a very good teacher. He always makes us laugh at class during study. Even though the class is very early in the morning but none of us absent. I learnt a lot from him. He is one of the most outstanding teacher i have ever met.', 'Colin is easy-going, kind and humorous. His lessons are well-prepared. At class, he can clearly convey his idea to us, and emphasizes the key points to ensure that we understand. And he is always helpful if we have questions after class. I remember the class tour that he took us to the museum of the NYC, which really helps a lot to learn about NY.', 'Colin was always there to help me with my English. He was so nice all the time and was fully concerned about what the students will learn from him. He is such an inspiring instructor. Loved his class!', 'A good teach!']"
Sundip (ta) Patel,male,1,"['Best TA ever hands down. ill miss you come back', 'my man should be teaching our professor how to teach this class...AKA amazing. He is super nice and really funny but teaches you to the point best TA ever @ Columbia', 'THIS TA is simply amazing makes me feel smart', 'Smart, Helpful, and very caring. I highly recommend this professor! I got an A+, just read book and final will take you about 25 minutes max.', 'Best MTH TA that has ever taught at CU. He obviously has an incredible grasp of the ARE content, and delivers the information with a fury. Because of the pace of the course I sometimes found it hard to follow, but all-in-all seems worth the investment. I feel that I have received a solid foundation to begin my ARE prep.']"
Michelle Ballan,male,1,"['Absolutely wonderful professor. One of the best I have had over the course of my undergrad and grad school career. Ballan will challenge you in the best way possible and really make you think!', ""Ballan is a wonderful professor, her enthusiasm for teaching and helping students learn is important. She advocates for students and will work with you on your classwork, which is good because she assigns a lot! However, she takes a LONG time to return grades. This may not happen for your class, but for mine she's over two months late."", 'She was only my professor for three weeks, as she shared the HBSE course with three other professors. She is an amazing social worker and an excellent teacher! She challenges the students to be active participants in class. She is an excellent role model as she is a true social work advocate. I would definitely take another course with her!', 'Prof. Ballan cares deeply about her students and people with disabilities. She is brilliant and challenging. I credit most of my social work education to the classes I have taken with her!', 'The BEST professor.', 'Professor Ballan was the only professor who managed to make HBSE interesting and enriching throughout the entire module. The readings were interesting and worth reading and the class content and discussions were enriching and captivating.', 'One of the best and most influential instructors I have ever had. Any social work student is lucky to have her as a professor.', 'She is very good and serious about her work. She is an extremely kind-hearted and wonderfully smart woman.']"
Julia Sable,female,0,"['This is too funny. It\'s been years since I had her as an instructor and I have since graduated but reading these reviews made me laugh, as they are spot on about her. She was a pretentious twit, always boasting about her ""career."" And she could not teach to save her life, despite getting a degree in education, ironically.', 'Yeah, she sucked. Really pretentious and not well informed and had difficulty explaining concepts at times. Why they had there is a mystery, given she is/was a grad student and not formally in any grad science program. Weird. But Frontier of Science rocked though despite Sable.', ""I hated being stuck with this instructor. She was disorganized and rambled and babbled a lot of times and really couldn't explain the material very well at times. Honestly one of the most annoying and boring experiences at Columbia. Also, the other reviewers are right, she is not a scientist but in education."", 'Although she appears knowledgable at first, you later find out that she is often prone to saying things that simply are not correct. she would go back on what she said and get visibly upset when it was brought to her attention that what she said contracted what was actually correct. Thank goodness for the other *real* scienists in the course.', ""First, she is not a professor and doesn't hold a doctorate yet. Second, she is not earning a degree in science but in education. Still, she presented herself once as being a professor in science. Lectures were below average and boring and many of us were happy when it was over.""]"
Stacey Brydges,male,1,"['I thought that she humanized chemistry in a unique and Canadian way. She brought discussion into the lecture and used back-and-forth creatively. The tests were hard but fair, and she knew her stuff.', ""She was a horrible teacher... that is probably one of the reasons she was fired from Columbia University. She just couldn't hack it at such a high level institution. And (I know this is just an opinion) she was really weird. She had a frantic and defensive attitude about her which made her seem like a psycho. Thank GOD she is gone."", 'No Comments', 'No Comments', 'No Comments']"
Tina Rivers Ryan,male,1,"['Tina is one of the best professors I have had at Columbia. She has an excellent command of the material. Her lectures are interesting and organized, along with slides & reading material. She works hard to help her students do well in the class. Her thoughtful comments on assigned papers are extraordinarily helpful. I highly recommend Tina!', 'Tina is one of the best professors I have had at Columbia. She has great command of the material and she works tirelessly to help her students do well. Her comments on assignments are thorough, thoughtful and very helpful. I looked forward to her lectures. She is an outstanding instructor and I would love to take another class with her.', 'Tina is an awesome professor. She is very knowledgeable and articulate, her lectures are engaging, and she is very supportive in helping her students perform well. The clarity with which Tina delivers the course material is brilliant, and she helps you frame and articulate your arguments really well. I strongly recommend her class.', ""Tina Rivers is the best teacher I've had at Columbia and one of the best teachers I've ever had, period. She's an incredibly knowledgeable, no-nonsense instructor. Seriously, if you have the chance to take her class, DO IT. Readings for every class, two major papers, a difficult midterm, and a final project. It's Art Humanities at its finest."", ""A spectacular professor! She gave the most concise and brilliant explanation on how to write a compelling essay (any type of essay)I've ever heard. She is a total rock-star professor who thinks clearly and is delightfully organized. Can't recomend her classes enough!"", 'Fantastic teacher!!!', 'Tina is a phenomenal professor. I came into her class confused by and disinterested in art history and left looking to take another art class. I learned so much with her.', 'Tina is the perfect TA to have if you are taking this class as a requirement. Not only is she super hot and extremely articulate, she can tell you where to listen to the best house music in the city. Her passion for EVERYTHING is super contagious and no matter how disinterested in art history you are,I promise you will walk away blown away inspired', 'Great TA, easy to understand and very good at explaining difficult topics. Fair grader and easily approached. Highly recommended.', ""you'd be a fool not to take her class. she is super smart, generous with her time, and makes art history fun, as cheesy as that sounds. the best.""]"
Joe Cutbirth,female,1,"[""Had him twice at Manhattan College. Not an easy professor, but he is always willing to help you get a better grade. You have to put the work in--he does not hand out A's. Adheres to the syllabus, very straightforward, and genuinely cares about his work. See him during office hours if you have any trivial questions. Very nice man."", ""Joe has the heart you hope you find in a professor when you come to graduate school. He runs his journalism course like a newsroom, not a classroom. It's fast-paced, total immersion. Take advantage of his office hours."", ""Cutbirth is as close as you will get to someone who will dig into your stories and actually tell you about the structure and tone and use/ misuse of words. He doesn't sugarcoat anything, but nothing is personal. I agree it can be tough on people who come to graduate school to be told how smart they are. For me, it was why I came to Columbia."", ""Heck of a nice guy, but rambles and it's tough to figure out where he's going half the time. It's also unsettling how much of a hardcore Democrat the guy is; you figure 99% of the professors at the J-School are liberal, but honestly, a professor's personal political proclivities have no place in the classroom."", 'Tough and to the point and did more to prepare me for the real world than any professor at Columbia.', ""Prof. Cutbirth cares about his students, but he also cares about the quality of American jounalism. He'll constantly remind you that you are writing for the New York Times, and won't take work that you phone in, but you are lucky if you get him, and you'll want to stay in touch after you graduate."", ""Funny and very dedicated. Be ready to work (whine at your own risk). Very well liked, despite comments here. Impress him and he's a lifelong friend and advocate for you professionally. Screw around, make excuses or try and manipulate the class and you'll find yourself frozen out and miserable."", 'He rambles in class and is quite rude to his students. He has no respect for real journalism - though he claims to. His only interested in meeting deadlines', 'He means well but often stears off course during lectures. Remind him of what subject is at hand. Save the nonsense for later. Hot? Let his southern charm captivate you.']"
Alan Kingsberg,male,1,"[""Teaches you how to write for TV in a unique dynamic and insightful way. Best writing class I've ever taken."", ""Best teacher I've had in college or grad school. Very clear and helpful. He really wants to help you do your best, as long as you're putting in effort. TAKE HIS CLASS!"", ""Great teacher. Has a system that works. Had great notes and ways of helping me progress and fix my work. Really cared about making my spec better. Best writing teacher I've had so far."", ""Amazing teacher. Taught me more about story than any prof I've had in college or grad school."", 'No Comments', 'No Comments']"
Richard Betts,male,0,"[""Not a subject matter expert. Does not answer any questions. All feedback on the papers is about grammar. Don't take the class! The name and the subject are very interesting, but you will learn nothing from the class. All readings are outdated and everything he ever said proved wrong. Definitely is a no go class."", ""Professor Betts makes you work for it, but he's absolutely brilliant and very respected by his students and the faculty. He knows what he's doing and while the class itself is tough, you get the grade that you deserve based on how much work you put in. He is very nice, although intimidating, and is always happy to help."", 'Great class, great perspective, even if international institutions and technology get short shrift. Tough class but worth it. Great survey course, and even if some of the readings seem a bit dated they stimulate great discussions.', ""Not very good at teaching. Not very approachable. Classes are like 2 hours of storytelling. Doesn't like questions and doesn't give a thorough response. His courses encourage little interaction with a course materials. Heavy readings but little engagement with content in class."", 'He almost failed me but he was a great prof.', ""This guy is an IDIOT! His idealistic approach to international politics is an utter joke! He's been proven wrong on every major issue of global affairs! One can be liberal, but stupid and gullible; no, no, no! Perfect for SIPA!"", 'No Comments', ""A must for all aspiring politicians, policy makers, and those who want to understand what's going on in the world."", 'No Comments']"
Shawna Bushell,male,1,"['Professor can inspire people, very challenging conversations in class.', ""Course is useless and nothing is taught that you cant learn on your own. Course material is outdated. Instructor doesn't know technology at all. Not recommended."", '', 'No Comments', 'ooo']"
Antonio Derosa,female,1,"['Professor DeRosa is the simply the best professor I ever had! I agree with everyone on here. Crystal clear communicator, always there when you need help, and very intriguing. I wish I could take him again.', 'Who would have ever thought higher level math could be so interesting and fun. Seriously, Professor DeRosa just makes everything so intriguing and enjoyable, and at the same time makes the subject matter crystal clear. It feels more like we were being entertained causing us to being fully engaged while all the time we were learning. EXCELLENT!!!!!!', 'Wow, all I could say is that he was the best professor I ever had. I wish more professors could teach like him, and at the same time have the presence he has when he teaches. Always there when we need him, and I learned so much as he makes the material so easy to understand. Bravo!', 'The best Professor I have ever experienced. He is so clear in his instruction. I wish every Professor was like him. Great with the students, and always there if you need him after class. AMAZING!', 'The best math professor ever. He is really clear on teaching mathematics which is rare at this level, and he is also very helpful outside the classroom. I heard somewhere that he might have moved back to working on Wall Street, but if he is still here I highly recommend. Oh and he is kind of an italian hottie.']"
Florina Altshiler,male,1,"['The best course Ive ever taken! Highly recommend!!!', 'the best course i have taken ever', 'I took her intro class and then took trial Advocacy just because. I wish she taught more classes, I want to take everything she teaches!!!', 'Outstanding!', 'MUST TAKE!!!! This course is one of the best courses that I have ever taken. I was self conscious and nervous about public speaking. this course changed all that. Professor Altshiler is approachable and kind and easy to understand. She makes the material interesting and, more importantly, manageable. I learned so much in such a short time!', ""Prof. Altshiler's class is life changing. I was scared of public speaking and never believed that I could handle a trial. I went from hesitantly participating in class to handling a full cross examination at trial in federal court. It was an amazing experience and I feel very confident as a result. I never imagined myself really doing all this"", ""At first she's difficult but it gets easier and fun. Overall, I highly recommend the class and professor. She makes the material fun and interesting and encourages participation without demeaning anyone."", 'Liked the class a lot, would take again.', ""I recently saw Prof Altshiler on TV. I thought to myself, that's right, I had her as my professor. She really is every bit as amazing for every minute of a two hour lecture. So many professors are dull and boring. Prof Altshiler is nothing like that. I wish more professors were like her. She makes class interesting and exciting and real."", 'Prof Altshiler makes hard material much easier. She uses stories from her actual trials to illustrate the rules of evidence and offers examples to make this difficult material come to life. A lot of professors simply recite whats in the text book. Prof Altshiler adds life to whats in the text and adds value to the course with her experience.', 'At first, Prof Altshiler was a little scary and intimidating. As the class went on, I became more confident in myself and appreciated the Socratic method of teaching. Prof Altshiler is smart and engaging and makes very difficult, voluminous material easier to understand with real life examples. highly recommend!', ""Hands down the best course I've ever taken. She's brilliant."", 'Professor Altshiler stands out as an objective, funny, reasonable and easy to understand lecturer. She makes dry material simple and even fun by employing real life examples and supplementing the Federal Rules of Evidence with courtroom stories to bring dry material to life. Her course is one not to be missed!!!', 'Beyond a reasonable doubt, the best class ever (chessy, I know). Seriously, loved this course.', 'The dry topic evidence rules with exceptions to exceptions to exceptions is made vividly clear with examples upon examples. She does not stand there and boringly recite the textbook; she lectures with real life situations and personal trial experiences. Professor Altshiler is a rare bread with extensive experience to support what she lectures.', ""You can tell she cares. She is super passionate about trials and her excitement and passion make you want to participate and get excited about the topic too. Unlike some dry professors, she engages everyone and encourages involvement. I've never felt so enthusiastic about a course as I did in this class. Why isn't she offering more courses?"", ""I don't think that I've ever laughed as hard or learned as much in any other class, ever! This is the one class where I want to put my cell down, turn off Facebook notifications and just listen and participate. The Prof takes an otherwise tedious and complicated topic and turns it into something real. Her stories are incredible. I want more!!!"", ""You go from knowing nothing to presenting a trial in court. You feel like a hero; the professor nourishes your strengths, erases your weaknesses, makes you believe that you are an intelligent, capable adult and never talks down to you (like some professors tend to). She's also hilarious. I cant say enough great things. This changed my life. Serious"", 'Professor Altshiler was and still is my favorite professor EVER. This class is worth taking even if you have no interest in trial law.', 'Amazing professor! One of the most approachable, insightful and outstanding professors I have ever had!']"
Ernest April,male,0,"['God was he awful! The most pompous, self-absorbed professor at P&S. He has a gift for taking straightfowrd material and making it complicated....and his attitude toward female students is just plain creepy.', 'Dr. April is actually a pretty cool professor. As a first year medical student I had heard horror stories but found that most of them were exaggerated. Overall I would enjoy having him again.', 'OMG. This guy is still teaching?! I took his class back in 1990-1 and hated it. The man was generally disliked by P&S students back then. He was consistently hitting on the more atractive women in the class. Very ego driven. A legend in his own mind.', ""Dr. April certainly thinks he is one of the best teachers at the medical school, but he is actually one of the worst. His approach to teaching is best described as Machievellian. Whatever you do, don't go to his office hours."", ""He repeatedly says to come to him for extra help, but when you do, he is completely unhelful. Not someone I'd want to be trapped in an elevator with."", ""As first year professors go, he is pretty clear, his ego is n't too bad, and he usually avoids esoteric diversions. He's not going to be your best bud, but so what."", ""truly horrendous. it has been more than three years, and i'm still recovering."", 'arrogant, not very helpful.', 'favorite first year class', ""Dr. April is actually a really cool guy. He may come off as a little gruff, but he's really not. He enjoys teaching anatomy and tries to make the course interesting and clinically relevant. People who have trouble with anatomy like to take their frustration out by bashing him."", 'THE WORST TEACHER IN THE WORLD. AND MEAN-SPIRITED GUY TOO. BUT HIS COURSE IS REQUIRED.', 'Professor April is an exceedingly insecure, vulgar individual who consistently treats students in an inappropriate manner. He sometimes fabricates anecdotes during his lectures, which also contain highly inappropriate and bigotted jokes. Anatomy is fascinating, in spite of his teaching.']"
David Siegel,male,1,"[""David Siegel is of one the best professors I had at SIPA. He is very energetic and engaging. He is as eager to share his decades of experience as he is to listen to students' inputs. I also really liked his teaching style and grading system - no midterm or final exams, just weekly one-pagers about a case or a book, and a final group project."", 'Prof. Siegel IS AMAZING. I adore the man and most importantly he is a fabulous teacher, so much energy, he gives so much to his students, listens to us and is fabulous all around. I loved his class and recommend it to everyone. Ps- Prof. is very hot.', 'He is one of the most energetic professors at SIPA!', 'To encourage people to speak in class is good, but maybe add some in class group discussion to share opinions will be good as well.', 'David clearly has passion for his work and it extends to the classroom. He is engaging and enthusiastic and high energy, which makes class a lot of fun to attend. He asks great questions about the books and case studies. I would definitely take his class again and highly recommend this one!', 'A good overview of entrepreneurial management cases and books. Can be more systematic.', 'That class was a rare combination of being not especially challenging, but at the same time very engaging and I walked away from every class feeling that I had learned something of quality -- about working with people in the real world -- that I would not hear from other professors. Definitely treated this class like ""life therapy.""', ""Professors that work in practice are always much more interesting than professors that teach to theory. Professor Siegle has a huge amount of first-hand practical knowledge and experience which he shares with us. Relatedly, he is upfront and honest about how things are in 'the real world,' which is extremely refreshing."", 'Very active and interactive teaching style. Classes are entertaining and full of real-life advice, stories and experience.', 'I really like the concept of one-pager, it truly allows me to reflect every week on the reading and actually learn something. The discussions in class were all valuable. I also love how he is open to suggestion about any change which will help improve the course.', 'Very charismatic in the classroom, makes it hard for students to not stay engaged!', 'There are no tests but every week you will HAVE to read & write a one pager. There is no way to get around doing the work for the class. Great lecture, really adds value to your every day life too. All learnings are relevant to your daily life and the professor is really engaged in class. You have to be wide awake in class because he definitely is.', 'Great class!', ""Given that he's a business person teaching at a policy/international affairs school, it might seem an odd fit, but he care about his students and put their interests first, always tying class material back to policy/real world implications. His passion/energy is infectious and he's an excellent discussion facilitator! TL,DR: David is awesome."", 'The class is discussion based and participation counts. The discussions are interesting and thought-provoking. I highly encourage you to take any course with David if you want to be pushed to think outside of the box in terms of business.', 'Professor Siegel is great! His lectures are brief and interesting, most of the class is dedicated to class discussions where he pushes students to really critically engage with the readings and with each other. He shares wonderful insights from his own (very rich) work experience. I highly recommend the class!', ""The reason I really liked David as a professor was because he really cared about all of the students, he knew all of our names by the third class and was dedicated to having us get as much as we could out of the course, which can't be said for all professors at SIPA."", ""Professor Siegel 's energy and passion for good business management will rub off on you! Great material and teaching style with lots of participation and discussion opportunities."", 'Prof. Siegel is very energetic and inspiring.', ""Professor doesn't just lecture, he engages the whole class. Fun class to be in and learnings are always relevant and practical. However, having no choice over group members and not being privy to the way groups are formed results in some difficulty working in a group with low synergy and lack of complementary skills or interests.""]"
Sunil Gulati,female,1,"['He is one of the best professors at Columbia. Crystal clear lectures, not a minute of time wasted. Gave strong foundation for intermediate Econ classes. Very hard exams, weekly quizzes', ""Tough class, and difficult exams. Most days, you will enjoy lecture. He's the best you'll ever have!"", 'Great professor, able to integrate his humor into the lesson plan and keep the class interesting', 'He is the best lecturer I ever had and he is also a very nice and kind person.', 'I hated econ, but I loved this guy as a prof. Too bad his grad students were so awful...', 'No Comments', 'HE IS THE BEST EVER!!!!!']"
Rene Testa,female,0,"['Professor used weird notation which differed from the book, did not explain material well, treated me like I had no idea about what I was talking about, refused to post homework solutions after it was handed back and marked off points on exams for not writing exactly what he wanted when his questions were very vague and poorly worded.', 'The textbook is not useful at all for the class. Only what you take from the class lectures.', 'attendance is not mandatory, but you should attend because the textbook will not help you.', 'No Comments']"
Randall Allsup,male,1,"['Dr. Allsup is the best professor you will ever have. He is one of the most inspiring and intelligent people on the planet!! I feel so lucky to have taken his classes this year and I know that they have made me a better musician, collaborator, educator and overall a happier individual. I would retake this class over and over if I could!!', 'Took him for Creativity and Problem solving in music ed. People who criticize are looking for a fountainhead of information perhaps, and Randall is more about letting us make our own discoveries through the class activities and readings. He is VERY humble. He reinforced my confidence in thinking outside the box and gave me paths to success!', ""Be fair people. We are talking about a highly committed educator here. None of us are perfect, yet these professors work their hardest to ensure our education. It's up to you what kind of education you receive. Blaming the professor will make you a lousy teacher. Great work Randall. Signed, a Non-favorite"", ""Coming from someone who is currently teaching in the public schools, I have found Dr. Allsup's courses to be helpful and inspiring. It is evident that he puts an enormous amount of thought and care into his teaching, making each class enlightening and productive."", 'He surely is one of the most intelligent people I have ever known. He is always very supportive. He cares, respects and listens to the students. He has helped me think critically about my role as a music teacher. It has always been a pleasure to be in his class. I would definitely recommend his class!', ""Have to strongly disagree with the other reviews of Allsup. One of the best teachers I've had. Encouraged me to think about music in ways I never had, and to think critically about my real life teaching. Exceptionally thoughtful and engaged, and pushed me to imagine more of myself. Can't recommend him highly enough."", 'A very intelligent person. Needs to learn a little humility. His ideas on politics and education are definitely on the far left. As a professor, I hope he will learn to see the argument on all sides and NOT take sides. Objectivity is not one of his strengths.', ""This guy is full of himself. He speaks but says little that is useful, and he's no musician. He is a great example of the common assumption that music ed prof are unmusical and incomprehensible. TC should have much higher standards for their profs. They hired him because he graduated from here. Sorry, not good enough!"", ""Allsup is overrated. He doesn't know much about real music making, or the real world of teaching today. He talks in circles. He sounds intellectual, but if you listen carefully, he isn't saying anything of consequence. Smooth, but full of postmodern nonsense. He's not nearly good enough to be at TC."", 'A wonderful mentor. He changed my perception on teaching. He was always available for help even after I graduated from TC.', 'This creative professor opened my mind, and truly helped my own teaching. Stellar.', 'Inspiring professor, but sometimes gets overwhelmed with his work and consequently makes mistakes', 'nice!', 'Great teacher.', 'Absolutely brilliant.', 'seems to show favoritism', 'Disinterested in his students.', 'No Comments']"
Steven Parker,male,0,"['Great teacher. Lots of know it alls in the class and they tried to intimidate him, but he always came back with fact and shut them down in a effective but nice way. But they kept going after him. He really knew his stuff but the class politics, and the students were awful. Students also intimidated other students.', ""I took Social Welfare and Policy with Parker. It was horrible. Not only was he a bad teacher, he didn't even understand the material. He claimed that our grandparents had paid into Social Security for us."", 'Technologically retarded. Compiled a $65 reader, with articles I could have accessed online for free.', 'No Comments', 'No Comments', 'No Comments']"
Michael Shapiro,male,1,"['not recommend this professor', 'When I went to his office, he was on the phone with his son. I had to sit there and wait for him to finish his conversation. This happened more than once. I did not feel his priority was on me as a student, but rather on his own personal matters. I feel he gave the bare minimum as an instructor. I was extremely disappointed in his reporting course.', 'A liberating experience', 'No Comments', ""Shapiro almost makes the tuition worth it, seriously. He's very encouraging and helps everything make sense."", 'Lives up to the hype. Enough said.']"
Alan Blaer,male,1,"['Alan is a legent and by far the best teacher I ever had. I took 2 courses in Electromagnetism with him in 1982-83 and I still remember and use his lecture....', 'The best the school has to offer.', 'THE BEST I CLASS I EVER TOOK', 'Professor Blaer is one of the best teachers I have ever had. His lectures are incredibly clear and he is tremendously helpful both as a lecturer and at his office hours. I have no hesitation in giving him my highest recommendation. Columbia is lucky to have him, he is a great teacher who really cares about students.', ""2 words: THE BEST!!! Not only is he an excellent teacher, he's SUUUUUUUUPPPPPEEEEEEEERRRRRRRRRR nice, and he looks so adorable..u just wanna pinch his cheeks!"", ""Take a class with him and I promise you won't regret it."", 'One of the warmest, cleverest, clearest, and most helpful people anybody is likely to meet.', 'ABSOLUTELY THE BEST!!!!!!!', 'He is the man.']"
Paige West,male,1,"['The best in the department. Smart, funny as hell, does not suffer fools lightly, great lectures, great in office hours, nice to students and her TAs.', 'Best professor on earth!!!', 'No Comments', 'West is Brilliant, Beautiful, and just fantastic. She is the best reason to take anthropology at Columbia. She takes no BS but if you want to learn, take her class.']"
Madelyn Blair,male,1,"[""I think I'm most struck by, and appreciative of, Dr. Blair's thoughtfulness as a coach. I think anyone working with her can anticipate receiving attention that reflects your experience, your needs, her experience, and her desire to see you thrive. This does not mean she is always easy, but will both push and protect you as needed."", 'Madelyn is very aligned with the learning objectives of our course. Her mentoring and coaching were tailored to what we needed.', 'Responsive to questions within a reasonable timeframe. Offers constructive experience-based guidance intended to aid the student and increase individual learning. Lectures are interesting, thought-stimulating and practical; a mix of presentation and application of concepts via mini-breakouts. Applies story-telling as an effective learning aid.', 'Dr. Blair has provided thought-provoking in-person lectures on storytelling and resilience. She coached me on ways I can minimize stress before presenting and focus on my message. The end result was a successful presentation because of her coaching! I would jump at the opportunity to attend any course where Dr. Madelyn Blair teaches!', 'I love Dr. Blairs powerful message about three leadership qualities: insatiable curiosity, self aware and deep knowledge. She has helped me become a better knowledge professional and her work has been eye opening. Anyone would be lucky to have the opportunity to work with someone who is as passionate and wise as Dr. Blair. She is simply amazing!', 'Dr. Blair is a fantastic instructor. She excels at effectively communicating the course content, including breaking down and simplifying concepts. Additionally, she really cares about her students. I asked for a one on one meeting to discuss the course and my progress within the course, and she was very receptive, providing constructive feedback an']"
Seyhan Erden,male,1,"['As always Erden did a superb job again. Third time with her', ""Look at the dates of the previous reviews and draw your own conclusion about whether they are real. Erden is not a good lecturer (and, might I add, not a Professor at all). She bungles the most basic equations on the blackboard, and is rarely available for feedback outside of class. Don't believe this rating for a second."", 'not very clear sometimes.', 'This is the 3rd time I took a class from Prof Erden. She did a great job again.', 'Professor goes the extra mile for students, she is always available for us.', 'Prof. Erden is one of the best profs at Columbia. She respects students, takes extra time to clarify material. I am so glad I took this course.', 'Great professor']"
Lauren Hannah,female,0,"['There were errors in her powerpoint notes and notes written on the board. I agree with her other students here: It will be hard to see how anyone can learn from her lectures. Her lecture on EdX is an unflattering representation of Columbia University.', 'crazy exams, crazy homeworks, bad grade, no curve at all.', 'Crazy midterm and final. Only herself can understand the questions on the exam.', 'The lectures and homework are confusing.', 'She is helpful and is ready to explain all over again. Office hours are not wasted by anyone. However this course does more of a overview than explaining matter in depth. Midterms and Exams are crazy tough. Only 1/3 of class gets A, which is departmental policy. This course requires very high research and practice on R. Do NOt take hw lightly.']"
Songqiao Li,female,1,"[""I took an Intro to C Programming class with Sonny as a Columbia High School Summer Program. The experience was amazing. I went into the class with almost no coding experience, and he was able to turn me into a confident amateur coder. Sonny taught us the fundamentals in a clear and concise fashion. He is by far the best teacher that I've ever had."", 'I had Songqiao Li ""Sonny"" over the summer during the Columbia University summer program. He was a great professor who made class interesting everyday. Sonny encouraged group work, and was always available to answer questions or clear doubts. I really enjoyed Sonny\'s class and would highly recommend him to anyone interested in CS.', 'Sonny is a really good teacher. He always prepares for the class and gives clear explanation on new topics which is really helpful for me.', 'An excellent professor who makes a real effort to teach.', 'i wrote 20+ programs in 3 weeks :)']"
Marion Riedel,male,0,"['She comes off a little strong at the beginning but she has great intentions. I really like that when she said something wrong , she would reflect and come back to class and apologize. She is very easy grader as long as you show effort.. lots of thinking outside the box! i grew a lot personally and social justice lens', 'Prof Riedel made it clear the only participation she wants is students nodding and smiling. Likes students using fluffy ""I feel..."" statements and will punish students who respectfully present cited information. Thoughtful discussion will not be tolerated and gets you shut down in class and a lower grade at the end. Arrogant and insecure.', ""Professor Riedel is very opinionated and I never felt like you could disagree with anything she said. She also could be really rude to students and sometimes seemed to just snap and get angry. Wouldn't take her again."", ""I have taken two courses with Marion Reidel - AGPP III and Motivational Interviewing. I wasn't crazy about her style in AGPP. But in MI she is very responsive to student's learning needs, direct and has a no-nonsense style. She is not the warm-fuzzy social worker type; she will tell you what is on her mind. In the end, I learned alot!"", 'The best thing I can say about Prof. Riedel is that in my experience is arrogant and harbors malicious ill will towards those she disagrees with. You can infer the worst.', 'Class should be retitled - Professor Riedel and her soapbox. She allows little in the way of discussion and tries her damndest to quelch anything in the way of opposing opinion. Steer clear if you want to keep your sanity. You have been warned.', ""Gives a lot of work, but you'll learn alot. She's not afraid to have challenging discussions on issues such as race. Take her if you want to learn how to be a social worker!""]"
